ID,medv
3,31.07285920430915
6,25.0444703860406
8,19.31410402833332
9,10.585883220307206
10,18.722064409417076
18,16.7597686894181
20,18.15663679179979
25,15.451988713152218
26,12.369566787660695
27,15.13752477441686
29,19.78109989055704
30,21.224592226037426
33,7.2712553380696345
34,13.537203573909265
36,23.215444511902906
37,21.541461462176663
38,22.69865221759532
42,28.396626850272852
49,7.531597222336817
53,27.57537721514056
60,20.44145951628411
63,23.734932634858914
70,19.732816356121006
72,21.021954354498174
79,20.706670606868176
80,21.763589510864897
83,25.189429314154296
92,26.79444940922752
93,28.738297900503817
96,27.65139578745605
98,36.06886482999088
99,35.39965332806776
100,32.08445242076036
105,20.824711672032223
106,17.5246806649415
111,20.272856038171824
113,20.14178563948554
114,20.23212675972831
116,19.52878451499787
126,23.539764121071148
130,14.64034978716264
131,21.286130793805217
133,21.29100455497799
136,18.336078962239437
141,14.214932283409377
144,14.862821552744766
145,10.842419016878939
147,17.193310215690456
152,20.712231615849788
153,20.84482878917394
156,20.116632090642785
158,34.6315415211288
163,41.387120958835254
169,26.867031460315005
185,21.3705615419124
186,23.94842982335894
189,31.14317694892049
196,40.26641166047047
197,35.11673608629807
199,33.56823712384728
200,28.688447443530475
203,36.28837089506213
208,17.234755621882325
210,14.328760765960757
211,20.28723449967256
213,20.68786233261702
216,24.48809275007531
218,29.147302203149597
219,23.43282863154609
220,28.757294680191727
221,31.72544179359234
229,36.43602917096734
232,33.81453788127832
238,33.45387111525614
239,27.75457011314083
240,27.738348436136196
242,22.553314981585025
246,12.084187280441842
248,19.08540401140766
253,25.370251423970586
255,22.41006263314735
256,19.976277471987224
257,36.50876658306736
258,45.47766013586451
259,37.536662059961145
260,35.79535433852344
268,42.14356651819035
270,23.163813836849585
271,21.38660056650102
276,33.35804011061143
277,33.91761769251955
278,33.02045578456372
279,29.570343979217085
281,39.01735733157404
288,25.940569882424278
290,25.874346843723437
292,33.459786019823376
295,24.22386693878114
296,28.964946461375
299,27.50925883130307
300,30.8743403123556
301,29.53395042965408
308,32.00168599110579
314,25.751016467078855
315,25.925705382869992
320,21.576582645964088
322,24.95075982490009
323,22.7603143385856
324,18.843346450948694
327,24.01479476628391
330,23.557881185918617
332,18.748042183189767
333,22.257724635383706
336,20.944749394258427
338,19.249647800781943
346,15.971601696005095
347,13.916906372809088
351,19.74914005459725
352,19.61476000323517
354,24.994842352351004
355,12.739275809374362
356,15.237358856140167
362,21.152082415405694
364,20.643034129765805
365,39.722899625693046
370,32.79239265201522
376,28.980543339434796
379,18.992587683122945
380,19.33885951320728
381,24.392962477708608
382,21.083487032547815
386,9.876870200214807
389,7.612183075940717
391,18.81557856207091
394,22.322604871630464
396,22.48639346822267
398,17.826097235226598
400,12.120178843362813
403,20.271532456116287
405,11.398539489316853
406,15.253565927130674
407,9.019761210445262
410,20.387770515771674
411,17.54346851603652
412,16.321536309245495
413,-0.27263556620957985
417,13.173828045783097
421,21.781004121312563
422,19.645103449500837
423,19.179204695870094
424,11.517252798571295
427,15.169945006642042
431,17.217370074989187
436,14.365179802543881
437,15.28079784680388
439,5.05229036881645
447,19.542172951216983
450,18.880071924621028
451,16.381729895425472
455,15.424703669477934
457,11.897243535333864
471,20.985786948721476
474,27.28467593049252
476,16.123812635274156
483,30.01871736625837
486,23.510237131967855
490,7.74557563859398
495,20.747776367714508
496,16.839242665503942
497,13.506025073712895
499,21.409989242746718
501,20.496287749899984
505,26.96823011071285
